user_id,education_level,field_of_study,percentage,has_ehr,has_hl7_fhir,has_medical_imaging,has_healthcare_security,has_telemedicine,has_iot_sensors,has_drone_ops,has_precision_ag,has_crop_modeling,has_soil_analysis,has_gis,has_smart_grid,has_traffic_mgmt,has_urban_iot,has_building_auto,num_courses,avg_course_grade,courses_names,num_projects,avg_project_complexity,num_certifications,certification_names,has_communication,has_teamwork,has_problem_solving,has_leadership,target_sector,target_role,skill_gap_score,time_to_ready_months,top_missing_skill
U2375,3,Electrical Engineering,83.76,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,77.81,Software Engineering; Network Security; Deep Learning; Computer Vision; Cloud Architecture,2,2.39,6,Azure Fundamentals; Cisco CCNA; Product Owner Certification; AWS Solutions Architect; Tableau Desktop Specialist; TOGAF,1,0,0,1,Healthcare,EHR Integration Specialist,10,3,API Integration
U2376,3,Civil Engineering,61.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,61.2,Mobile Development; Network Security; Data Structures; Database Systems; Computer Vision; Software Engineering,10,1.13,8,Google Cloud Professional; Azure Fundamentals; Product Owner Certification; Advanced Analytics Certification; Certified Analytics Professional; Data Science Council Certified; TensorFlow Developer; TOGAF,1,0,0,0,Urban,GIS Specialist,6,2,GIS Software
U2377,3,Statistics,84.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,82.15,Mobile Development; IoT Systems; Web Development; Data Mining; Natural Language Processing; Deep Learning; Advanced Algorithms; Database Systems,10,1.19,4,CISSP; Advanced Analytics Certification; TOGAF; PMP,1,1,1,1,Agriculture,Drone Operations Specialist,27,7,Drone Regulations
U2378,3,Mathematics,78.24,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,81.82,Distributed Systems; Big Data Analytics; Software Engineering; Machine Learning; Advanced Algorithms,9,2.0,8,Scrum Master; Azure Fundamentals; Product Owner Certification; Certified Analytics Professional; Certified Ethical Hacker; Google Cloud Professional; TOGAF; Data Science Council Certified,1,0,1,1,Healthcare,Clinical Data Analyst,8,3,Statistical Methods
U2379,2,Mathematics,64.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,67.36,Computer Vision; Network Security; Mobile Development; Data Structures; Data Mining,4,1.15,2,CompTIA Security+; Advanced Analytics Certification,1,1,0,0,Agriculture,Farm Automation Engineer,8,3,Sensor Integration
U2380,4,Statistics,69.11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11,60.78,Distributed Systems; Machine Learning; Big Data Analytics; Advanced Algorithms; Data Mining; Deep Learning; IoT Systems; Data Structures; Computer Vision; Software Engineering; Web Development,2,2.14,7,Google Cloud Professional; Certified Ethical Hacker; TensorFlow Developer; TOGAF; Advanced Analytics Certification; AWS Solutions Architect; Azure Fundamentals,1,0,1,1,Healthcare,Telemedicine Developer,30,5,Real-time Systems
U2381,2,Computer Science,87.02,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,83.26,IoT Systems; Natural Language Processing; Mobile Development; Network Security,8,1.39,5,Tableau Desktop Specialist; TOGAF; Advanced Analytics Certification; AWS Solutions Architect; Data Science Council Certified,1,0,1,0,Urban,Smart City Solutions Architect,8,3,Urban Planning
U2382,3,Environmental Engineering,74.77,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,4,71.52,Statistics; Distributed Systems; Operating Systems; Cloud Architecture,4,2.16,4,TOGAF; Certified Analytics Professional; Scrum Master; Azure Fundamentals,1,1,1,0,Healthcare,Healthcare Security Analyst,5,3,PHI Protection
U2383,4,Civil Engineering,66.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,67.34,Machine Learning; AI Fundamentals; Deep Learning; Mobile Development; Database Systems; Data Structures; IoT Systems,8,2.82,6,PMP; Tableau Desktop Specialist; TOGAF; Advanced Analytics Certification; AWS Solutions Architect; Scrum Master,0,0,1,0,Agriculture,Agricultural IoT Developer,39,9,Edge Computing
U2384,4,Electrical Engineering,83.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,83.78,Software Engineering; AI Fundamentals; Data Mining; Advanced Algorithms; IoT Systems,10,2.06,2,TOGAF; Scrum Master,1,0,0,1,Agriculture,Drone Operations Specialist,29,8,Aerial Imaging
U2385,4,Environmental Engineering,82.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,73.32,Big Data Analytics; Software Engineering; IoT Systems; Cloud Architecture; Computer Vision; Operating Systems; Data Mining; Database Systems,10,1.02,8,Data Science Council Certified; TOGAF; Certified Analytics Professional; Product Owner Certification; Azure Fundamentals; Advanced Analytics Certification; TensorFlow Developer; CISSP,0,0,1,0,Healthcare,Population Health Analyst,26,8,Public Health Data
U2386,4,Mathematics,94.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,89.39,Operating Systems; Network Security; Software Engineering; Distributed Systems; Database Systems; Computer Vision,10,1.98,2,Advanced Analytics Certification; Product Owner Certification,0,1,1,1,Agriculture,Agricultural IoT Developer,20,3,Sensor Networks
U2387,2,Public Health,87.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,78.58,Operating Systems; Software Engineering; Statistics; Computer Vision; Natural Language Processing; Network Security; Advanced Algorithms; Cloud Architecture; Data Mining,10,1.25,1,Product Owner Certification,0,0,0,1,Healthcare,Healthcare ML Engineer,22,8,Clinical NLP
U2388,2,Public Health,65.08,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,10,61.52,Data Mining; Operating Systems; Statistics; Database Systems; Web Development; Network Security; Advanced Algorithms; Data Structures; Deep Learning; Distributed Systems,3,2.25,6,PMP; Data Science Council Certified; Certified Analytics Professional; Advanced Analytics Certification; Scrum Master; AWS Solutions Architect,0,0,1,1,Urban,Smart City Solutions Architect,2,1,Stakeholder Management
U2389,4,Statistics,63.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66.61,Data Mining; AI Fundamentals; Mobile Development; Operating Systems; Statistics; Software Engineering,9,2.84,6,Google Cloud Professional; Advanced Analytics Certification; Cisco CCNA; Product Owner Certification; Data Science Council Certified; Certified Analytics Professional,0,1,0,0,Healthcare,Clinical Data Analyst,8,1,Clinical Trials
U2390,2,Agriculture,89.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84.69,Data Structures; Operating Systems; Database Systems; Mobile Development; Machine Learning; Web Development; Data Mining; Statistics,4,1.99,5,Advanced Analytics Certification; CompTIA Security+; Scrum Master; Data Science Council Certified; TensorFlow Developer,1,1,0,0,Agriculture,Farm Automation Engineer,40,13,Robotics
U2391,3,Mathematics,90.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,93.47,Data Structures; Advanced Algorithms; Database Systems; Statistics; Data Mining; Network Security; Software Engineering; Mobile Development; AI Fundamentals; Distributed Systems,3,2.73,1,Data Science Council Certified,0,1,1,0,Healthcare,Medical Imaging Specialist,31,10,3D Reconstruction
U2392,4,Public Health,93.98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,86.27,AI Fundamentals; Operating Systems; Web Development; IoT Systems; Big Data Analytics; Data Structures; Network Security,10,1.52,6,TOGAF; CompTIA Security+; Cisco CCNA; Data Science Council Certified; Power BI Data Analyst; Certified Analytics Professional,1,0,1,1,Agriculture,AgriTech Product Manager,8,2,Market Analysis
U2393,4,Civil Engineering,72.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,64.62,Statistics; Distributed Systems; Network Security; Data Structures; Web Development; Advanced Algorithms; IoT Systems; Natural Language Processing; Machine Learning; Operating Systems; Mobile Development; Big Data Analytics,3,2.71,2,Power BI Data Analyst; Tableau Desktop Specialist,1,1,1,0,Healthcare,EHR Integration Specialist,4,3,HL7 FHIR
U2394,2,Environmental Engineering,94.14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,90.38,Machine Learning; Network Security; Operating Systems,9,1.96,3,CISSP; PMP; TensorFlow Developer,0,0,1,0,Healthcare,Clinical Data Analyst,0,3,Healthcare Analytics
U2395,4,Computer Science,92.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,90.88,AI Fundamentals; Machine Learning; Statistics; Software Engineering; Computer Vision; Operating Systems; Data Mining; Mobile Development; Data Structures,8,1.4,2,Certified Analytics Professional; Cisco CCNA,0,1,0,0,Urban,Smart Grid Engineer,17,3,Demand Response
U2396,3,Civil Engineering,66.44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,65.55,Data Mining; Distributed Systems; Machine Learning; Big Data Analytics,7,2.88,6,AWS Solutions Architect; CISSP; Tableau Desktop Specialist; Product Owner Certification; Scrum Master; Certified Analytics Professional,0,0,1,0,Agriculture,Crop Analytics Engineer,12,7,Agricultural Statistics
U2397,4,Statistics,86.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,79.38,Advanced Algorithms; Distributed Systems; Computer Vision; Natural Language Processing; IoT Systems; Cloud Architecture; AI Fundamentals; Machine Learning; Deep Learning; Statistics; Web Development; Data Structures,5,2.38,4,Power BI Data Analyst; Google Cloud Professional; CISSP; TensorFlow Developer,0,1,1,0,Healthcare,Clinical Data Analyst,24,4,Healthcare Analytics
U2398,3,Mathematics,83.58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,86.16,Software Engineering; Natural Language Processing; Machine Learning; Statistics,8,2.65,8,Advanced Analytics Certification; TOGAF; CompTIA Security+; CISSP; Certified Analytics Professional; Certified Ethical Hacker; Cisco CCNA; Power BI Data Analyst,0,1,1,1,Agriculture,Agricultural IoT Developer,0,3,Low-Power Devices
U2399,2,Civil Engineering,61.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,61.36,IoT Systems; Machine Learning; Operating Systems; Natural Language Processing; Distributed Systems; Statistics; AI Fundamentals; Data Structures; Software Engineering,3,2.8,2,Power BI Data Analyst; Scrum Master,1,1,1,1,Healthcare,Medical Imaging Specialist,36,8,Medical Image Processing
U2400,4,Software Engineering,74.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,76.21,Machine Learning; Distributed Systems; Software Engineering; Database Systems; Computer Vision; Deep Learning; Advanced Algorithms; Mobile Development; Network Security,4,2.89,8,Certified Ethical Hacker; Data Science Council Certified; AWS Solutions Architect; Google Cloud Professional; Certified Analytics Professional; TOGAF; Advanced Analytics Certification; TensorFlow Developer,0,1,1,0,Healthcare,Healthcare Security Analyst,19,4,Security Auditing
U2401,2,Computer Science,87.26,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,11,85.78,Network Security; Data Structures; Web Development; Big Data Analytics; Mobile Development; IoT Systems; Deep Learning; Operating Systems; Data Mining; Database Systems; Statistics,5,2.75,1,Scrum Master,0,0,1,1,Urban,Traffic Management Specialist,1,2,Simulation Software
U2402,2,Agriculture,65.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69.57,Data Mining; Mobile Development; Distributed Systems,7,1.75,4,AWS Solutions Architect; Certified Ethical Hacker; TOGAF; CISSP,0,1,1,0,Healthcare,Telemedicine Developer,24,4,Video Streaming
U2403,2,Information Technology,60.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63.47,Computer Vision; Deep Learning; Operating Systems; Machine Learning; Advanced Algorithms; Network Security; Big Data Analytics; AI Fundamentals; IoT Systems,3,1.53,8,TOGAF; Advanced Analytics Certification; CISSP; Scrum Master; Data Science Council Certified; AWS Solutions Architect; CompTIA Security+; Power BI Data Analyst,1,1,0,1,Agriculture,Drone Operations Specialist,21,5,Flight Planning
U2404,3,Software Engineering,60.5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,10,64.97,Statistics; Web Development; Computer Vision; Database Systems; Mobile Development; Data Mining; Cloud Architecture; Deep Learning; Machine Learning; AI Fundamentals,9,1.72,5,Google Cloud Professional; TOGAF; CISSP; Azure Fundamentals; Certified Ethical Hacker,0,0,0,1,Urban,Urban Planning Data Analyst,12,2,Urban Indicators
U2405,4,Mechanical Engineering,70.8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12,64.63,Distributed Systems; Natural Language Processing; Mobile Development; Machine Learning; Data Structures; Web Development; Network Security; IoT Systems; Operating Systems; Software Engineering; Big Data Analytics; Advanced Algorithms,5,2.0,3,Cisco CCNA; Certified Ethical Hacker; Azure Fundamentals,0,0,0,1,Urban,Building Automation Engineer,34,6,Building Protocols
U2406,4,Data Science,74.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,76.55,Advanced Algorithms; Cloud Architecture; AI Fundamentals; Software Engineering; Machine Learning; Deep Learning; Mobile Development; Distributed Systems; Statistics; Web Development,10,2.1,3,Scrum Master; Tableau Desktop Specialist; TOGAF,1,0,0,0,Urban,Building Automation Engineer,28,7,Building Protocols
U2407,3,Statistics,78.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,81.83,Cloud Architecture; Web Development; Mobile Development; Operating Systems; Data Structures; Computer Vision; Advanced Algorithms; Distributed Systems; Network Security,8,1.24,8,Certified Ethical Hacker; Scrum Master; CompTIA Security+; Cisco CCNA; Data Science Council Certified; Azure Fundamentals; TensorFlow Developer; Google Cloud Professional,1,1,1,1,Healthcare,Population Health Analyst,35,11,Health Outcomes
U2408,4,Mathematics,66.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,60.64,Deep Learning; Mobile Development; Natural Language Processing; Statistics; Network Security; IoT Systems; Machine Learning; Advanced Algorithms; Database Systems,6,1.01,2,CompTIA Security+; Power BI Data Analyst,0,0,1,0,Healthcare,Healthcare Security Analyst,10,2,PHI Protection
U2409,2,Agriculture,94.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95.79,Cloud Architecture; Network Security; Deep Learning; Data Structures; Mobile Development,10,2.87,1,CISSP,1,1,1,1,Agriculture,Farm Automation Engineer,43,14,Sensor Integration
U2410,4,Environmental Engineering,69.18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,66.02,Computer Vision; Database Systems; Distributed Systems,3,1.95,3,Cisco CCNA; Certified Ethical Hacker; Tableau Desktop Specialist,0,1,1,1,Urban,Energy Systems Engineer,33,11,Energy Management
U2411,4,Information Technology,67.42,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,68.51,Natural Language Processing; Data Structures; Database Systems; Software Engineering; Web Development; Deep Learning; IoT Systems,10,1.7,8,CISSP; Google Cloud Professional; Power BI Data Analyst; Product Owner Certification; TOGAF; Scrum Master; TensorFlow Developer; Certified Ethical Hacker,0,1,0,1,Urban,Smart Grid Engineer,12,5,Microgrid Design
U2412,2,Software Engineering,76.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,69.2,Data Structures; Deep Learning; AI Fundamentals; Database Systems; Advanced Algorithms; Data Mining,7,2.91,4,Power BI Data Analyst; TOGAF; AWS Solutions Architect; Scrum Master,1,0,0,0,Urban,Urban Planning Data Analyst,16,5,Urban Indicators
U2413,4,Mechanical Engineering,65.41,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,7,60.93,Database Systems; Cloud Architecture; Web Development; IoT Systems; Mobile Development; Network Security; Data Mining,4,1.48,2,TOGAF; Google Cloud Professional,1,0,0,1,Urban,Smart City Solutions Architect,19,2,Stakeholder Management
U2414,4,Information Technology,71.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,67.17,Data Mining; Deep Learning; Data Structures; Cloud Architecture; Machine Learning,7,1.14,4,Product Owner Certification; Google Cloud Professional; CompTIA Security+; TOGAF,1,0,0,1,Agriculture,Drone Operations Specialist,27,6,Drone Regulations
U2415,4,Electrical Engineering,65.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,62.84,Statistics; Data Structures; Mobile Development; Cloud Architecture,5,1.79,2,TensorFlow Developer; Azure Fundamentals,0,0,1,0,Healthcare,Healthcare Security Analyst,27,7,Security Auditing
U2416,2,Software Engineering,69.89,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,7,64.68,Data Structures; Machine Learning; Natural Language Processing; AI Fundamentals; Computer Vision; Big Data Analytics; Database Systems,3,1.96,1,TOGAF,0,0,1,0,Agriculture,Smart Farming Consultant,2,2,Farm Economics
U2417,4,Statistics,69.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,74.26,Operating Systems; Distributed Systems; Network Security; Data Structures; Deep Learning; Big Data Analytics; Data Mining; Natural Language Processing; Advanced Algorithms; AI Fundamentals,8,2.11,5,Power BI Data Analyst; Cisco CCNA; TensorFlow Developer; AWS Solutions Architect; Certified Ethical Hacker,1,1,1,0,Healthcare,Healthcare Security Analyst,15,4,PHI Protection
U2418,4,Agricultural Engineering,92.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,90.5,Statistics; Computer Vision; Natural Language Processing; Advanced Algorithms,8,1.47,5,PMP; CISSP; TensorFlow Developer; Data Science Council Certified; Azure Fundamentals,0,0,1,0,Healthcare,Healthcare Security Analyst,22,3,Threat Detection
U2419,3,Agriculture,87.66,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10,86.77,Computer Vision; Machine Learning; Database Systems; Data Mining; Network Security; AI Fundamentals; Operating Systems; Deep Learning; Mobile Development; IoT Systems,3,1.81,6,AWS Solutions Architect; CompTIA Security+; TOGAF; Scrum Master; PMP; Certified Analytics Professional,0,1,1,1,Agriculture,Agricultural IoT Developer,6,2,Low-Power Devices
U2420,2,Statistics,67.34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,67.23,Cloud Architecture; Data Structures; Machine Learning; Data Mining; Distributed Systems; Big Data Analytics; Computer Vision; Web Development; Advanced Algorithms,5,1.7,8,Product Owner Certification; Azure Fundamentals; Certified Analytics Professional; Advanced Analytics Certification; Data Science Council Certified; Cisco CCNA; CompTIA Security+; TensorFlow Developer,1,1,1,1,Healthcare,Healthcare Security Analyst,12,4,PHI Protection
U2421,3,Data Science,68.52,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,9,63.08,Advanced Algorithms; Database Systems; Data Mining; Data Structures; Statistics; Deep Learning; Natural Language Processing; Software Engineering; Mobile Development,10,2.13,4,Google Cloud Professional; Azure Fundamentals; AWS Solutions Architect; PMP,0,0,0,1,Urban,Urban IoT Developer,10,4,Urban Sensor Networks
U2422,4,Mathematics,85.81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,82.24,Software Engineering; AI Fundamentals; Operating Systems; Data Mining; Database Systems; Data Structures; Natural Language Processing; Deep Learning; Web Development; Computer Vision; Statistics,2,2.2,1,Azure Fundamentals,0,0,1,0,Agriculture,AgriTech Product Manager,1,3,Product Strategy
U2423,2,Mathematics,73.36,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9,77.11,Web Development; Data Structures; Machine Learning; Operating Systems; IoT Systems; Data Mining; Deep Learning; Mobile Development; Advanced Algorithms,2,1.44,4,Advanced Analytics Certification; Certified Ethical Hacker; Data Science Council Certified; Power BI Data Analyst,0,0,0,0,Agriculture,AgriTech Product Manager,8,3,Market Analysis
U2424,2,Environmental Engineering,67.42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8,60.35,Computer Vision; Natural Language Processing; Software Engineering; Cloud Architecture; Machine Learning; Advanced Algorithms; Mobile Development; Operating Systems,7,2.73,8,Power BI Data Analyst; TensorFlow Developer; Tableau Desktop Specialist; Advanced Analytics Certification; Scrum Master; Product Owner Certification; Data Science Council Certified; Certified Analytics Professional,0,0,0,1,Agriculture,Drone Operations Specialist,0,2,Aerial Imaging
U2425,4,Software Engineering,81.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,76.12,Deep Learning; Natural Language Processing; Data Structures; Network Security; Database Systems; Cloud Architecture; Web Development; Mobile Development; AI Fundamentals; Advanced Algorithms; Software Engineering; Machine Learning,8,2.5,6,AWS Solutions Architect; Advanced Analytics Certification; CISSP; Product Owner Certification; Azure Fundamentals; Tableau Desktop Specialist,1,0,1,0,Healthcare,Healthcare ML Engineer,23,5,Clinical NLP
U2426,4,Mechanical Engineering,60.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,63.41,Mobile Development; Natural Language Processing; IoT Systems; Big Data Analytics; Data Structures; Computer Vision; Distributed Systems; Software Engineering,8,1.14,8,Advanced Analytics Certification; TOGAF; CISSP; Certified Analytics Professional; Power BI Data Analyst; Scrum Master; PMP; AWS Solutions Architect,0,0,0,1,Agriculture,Crop Analytics Engineer,32,11,Crop Simulation Models
U2427,3,Mathematics,79.98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,81.39,Big Data Analytics; Advanced Algorithms; Operating Systems; Data Mining; Cloud Architecture; Data Structures; Network Security; Computer Vision; Distributed Systems,2,1.52,1,Google Cloud Professional,0,1,0,1,Healthcare,Population Health Analyst,2,2,Public Health Data
U2428,2,Agriculture,66.52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,67.26,Distributed Systems; Cloud Architecture; Data Structures; IoT Systems; Computer Vision; Mobile Development; Deep Learning; Network Security,5,2.75,3,CISSP; Azure Fundamentals; PMP,0,1,1,0,Agriculture,Drone Operations Specialist,7,2,Drone Regulations
U2429,2,Mathematics,61.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,65.52,Software Engineering; Machine Learning; Mobile Development; Deep Learning; Data Structures; Operating Systems; Data Mining; Cloud Architecture,10,1.29,4,AWS Solutions Architect; CompTIA Security+; Data Science Council Certified; TensorFlow Developer,1,1,1,1,Urban,Urban Planning Data Analyst,11,2,SQL for Urban Data
U2430,2,Statistics,89.62,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,94.37,Data Structures; Distributed Systems; Network Security; AI Fundamentals; Cloud Architecture,5,2.69,6,PMP; Tableau Desktop Specialist; TOGAF; Power BI Data Analyst; CompTIA Security+; Advanced Analytics Certification,0,1,0,0,Urban,Urban Planning Data Analyst,13,4,SQL for Urban Data
U2431,3,Computer Science,68.65,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,72.21,Distributed Systems; Statistics; Natural Language Processing; Advanced Algorithms; Database Systems; Cloud Architecture; Network Security; Web Development,3,1.25,5,Product Owner Certification; TensorFlow Developer; Advanced Analytics Certification; TOGAF; AWS Solutions Architect,1,0,0,1,Urban,Urban Planning Data Analyst,9,1,SQL for Urban Data
U2432,3,Computer Science,79.92,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,84.56,Advanced Algorithms; Machine Learning; Distributed Systems; Deep Learning; Operating Systems; Data Structures,2,2.91,8,Scrum Master; Tableau Desktop Specialist; Certified Ethical Hacker; AWS Solutions Architect; Power BI Data Analyst; CompTIA Security+; Cisco CCNA; CISSP,0,1,0,0,Healthcare,Healthcare IT Manager,9,2,Healthcare Operations
U2433,3,Electrical Engineering,94.03,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10,85.07,Natural Language Processing; Data Structures; Network Security; IoT Systems; Data Mining; Machine Learning; Computer Vision; Deep Learning; Software Engineering; Cloud Architecture,8,1.65,4,CompTIA Security+; Advanced Analytics Certification; Certified Analytics Professional; AWS Solutions Architect,1,0,1,0,Urban,Urban Planning Data Analyst,0,1,SQL for Urban Data
U2434,4,Environmental Engineering,90.09,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7,87.08,Data Mining; Machine Learning; Data Structures; Distributed Systems; Computer Vision; Statistics; Natural Language Processing,3,2.87,8,Cisco CCNA; Google Cloud Professional; Scrum Master; Advanced Analytics Certification; Certified Ethical Hacker; Product Owner Certification; Certified Analytics Professional; TOGAF,0,0,0,0,Healthcare,Medical Imaging Specialist,0,2,Medical Image Processing
U2435,3,Computer Science,84.52,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,75.29,Network Security; Statistics; Data Structures; IoT Systems; Computer Vision; Database Systems; AI Fundamentals; Mobile Development; Web Development,5,2.94,2,CompTIA Security+; Cisco CCNA,0,0,0,1,Urban,GIS Specialist,10,1,Spatial Statistics
U2436,2,Data Science,75.11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,68.34,Machine Learning; Database Systems; Web Development; Big Data Analytics,10,2.34,8,Advanced Analytics Certification; Cisco CCNA; CISSP; Azure Fundamentals; CompTIA Security+; Tableau Desktop Specialist; AWS Solutions Architect; Google Cloud Professional,1,1,0,0,Healthcare,Telemedicine Developer,6,3,Real-time Systems
U2437,4,Agriculture,90.72,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,82.74,Big Data Analytics; IoT Systems; Cloud Architecture; Statistics; Mobile Development; Distributed Systems; Web Development; Natural Language Processing; Advanced Algorithms,2,1.9,6,Azure Fundamentals; PMP; CISSP; Cisco CCNA; Certified Analytics Professional; Tableau Desktop Specialist,0,0,0,0,Urban,Energy Systems Engineer,4,3,Smart Grid Technology
U2438,3,Public Health,79.14,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,77.73,Deep Learning; IoT Systems; Software Engineering; Natural Language Processing; Operating Systems; Computer Vision; AI Fundamentals,4,1.75,2,Azure Fundamentals; PMP,0,0,0,1,Healthcare,Healthcare ML Engineer,13,2,Clinical NLP
U2439,2,Computer Science,86.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,86.06,Distributed Systems; Mobile Development; Big Data Analytics; Operating Systems; Cloud Architecture; IoT Systems; Natural Language Processing; Database Systems; Network Security; Machine Learning; Statistics; Data Structures,5,1.58,7,CompTIA Security+; Google Cloud Professional; Advanced Analytics Certification; Data Science Council Certified; Certified Analytics Professional; TensorFlow Developer; Scrum Master,1,0,0,1,Healthcare,Healthcare IT Manager,7,3,Vendor Management
U2440,4,Data Science,80.45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,74.41,Big Data Analytics; Data Mining; Operating Systems; IoT Systems; Cloud Architecture; Network Security; Database Systems; Web Development,4,2.22,5,Azure Fundamentals; Power BI Data Analyst; TensorFlow Developer; PMP; Certified Analytics Professional,0,0,1,0,Agriculture,Smart Farming Consultant,22,3,Technology Adoption
U2441,2,Civil Engineering,69.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65.39,Operating Systems; Software Engineering; Natural Language Processing; IoT Systems,4,1.23,7,PMP; Tableau Desktop Specialist; TOGAF; Power BI Data Analyst; Google Cloud Professional; Cisco CCNA; Certified Ethical Hacker,1,1,1,0,Urban,Smart City Solutions Architect,9,1,Integration Architecture
U2442,3,Agricultural Engineering,94.42,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10,91.79,Network Security; AI Fundamentals; Mobile Development; Cloud Architecture; Distributed Systems; Big Data Analytics; Web Development; Machine Learning; Database Systems; Statistics,4,1.32,3,AWS Solutions Architect; PMP; Power BI Data Analyst,1,0,1,0,Agriculture,Smart Farming Consultant,0,3,Extension Services
U2443,2,Data Science,70.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70.13,Data Mining; Web Development; AI Fundamentals; Statistics; Mobile Development,5,2.44,6,Scrum Master; TOGAF; CISSP; AWS Solutions Architect; Advanced Analytics Certification; Azure Fundamentals,1,1,1,0,Healthcare,Clinical Data Analyst,24,3,Healthcare Analytics
U2444,4,Computer Science,68.53,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,6,71.99,Data Mining; Network Security; Statistics; Cloud Architecture; Natural Language Processing; Data Structures,2,2.36,4,Google Cloud Professional; Advanced Analytics Certification; CompTIA Security+; Certified Analytics Professional,1,1,1,0,Agriculture,Farm Automation Engineer,5,1,Robotics
